StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q2_8_TEXT,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_27,Q7_14,Q7_15,Q7_16,Q7_18,Q7_26,Q7_19,Q7_29,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11,Q12,Q12_6_TEXT,Q13,Q14,Q14_3_TEXT,Q15_1_x,Q15_1_y,Q17,Q18,Q18_8_TEXT,Q26,Q26_4_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q24_7_TEXT
2022-03-30 11:18:04,2022-03-30 11:21:12,IP Address,100,188,True,2022-03-30 11:21:12,R_2uQ9jWEL4C5M8pe,qr,EN,Walk,,11:15,14:00,Yes,"Convenience,Distance,Personal preference",,,2,,,,,1,,,3,,,,,Sophomore,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2561,2325,"Cedar City, UT, USA",School bus,,Female,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-30 11:17:37,2022-03-30 11:22:13,IP Address,100,275,True,2022-03-30 11:22:13,R_2VL1V1et29JUY9o,qr,EN,Drive alone,,08:35,15:00,Yes,"Parking availabliity,Convenience,Flexibility,Personal preference",4,,1,,,,2,,,,3,,,,,Junior,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1990,1931,"Riverton Utah ",Drive alone or with siblings,,Male,,No,No,Fine Arts and Communications,,"Yes, both on and off campus",No college/post-secondary education,
2022-03-30 11:19:29,2022-03-30 11:24:14,IP Address,100,285,True,2022-03-30 11:24:15,R_2l841vHWEPe6Lux,qr,EN,Drive alone,,06:00,14:30,Yes,"Parking availabliity,Convenience,Distance",1,,3,,,,,2,,,,,,,,Faculty/Staff,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,,,,"Owned, Single Family",Other (specify):,"Pleasant Grove ",,,"Salt Lake City ",Drive alone or with siblings,,Male,,Yes,"Yes, more than 1",,Other,,Associate's degree,
2022-03-30 11:11:50,2022-03-30 11:24:45,IP Address,100,775,True,2022-03-30 11:24:46,R_1H7WQuFGmZVo3jr,qr,EN,Carpool,,10:00,17:40,Yes,"Convenience,Flexibility,Travel Time",,,3,,,,1,,,,,,2,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Other (specify):,Vineyard,,,"Bowling Green, KY","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,School bus",,Male,,No,No,Life Sciences,,"Yes, off campus",Doctorate or professional degree,
2022-03-30 11:27:14,2022-03-30 11:30:02,IP Address,100,167,True,2022-03-30 11:30:02,R_br5b6YNtV0ptH5D,qr,EN,UTA Transit (incl. UVX Bus),,07:48,17:46,Yes,"Cost,Convenience,Environmental concerns",,2,1,,,,,,,,,,,3,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1961,2932,Rexburg Idaho,Drive alone or with siblings,,Male,,Yes,No,Business,,No,Master's degree,
2022-03-30 11:27:47,2022-03-30 11:30:25,IP Address,100,157,True,2022-03-30 11:30:25,R_3je1ixZHteWtWnm,qr,EN,Walk,,07:45,11:30,Yes,"Parking availabliity,Convenience",2,,1,,,,,,,,,,,,,Junior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Helaman Halls,,,,,,,Redding California,Drive alone or with siblings,,Male,,No,No,Engineering,,No,Associate's degree,
2022-03-30 11:37:53,2022-03-30 11:41:49,IP Address,100,235,True,2022-03-30 11:41:50,R_Y3IKOYj6RPq6MyB,qr,EN,Drive alone,,10:00,03:30,Yes,"Distance,Mode availabililty",,,,,,,,1,,,,2,,,,Senior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1665,2285,"Salt Lake city, Utah UsA","Drive alone or with siblings,Carpool with peers",,Female,,Yes,No,Physical and Mathematical Sciences,,"Yes, off campus",Master's degree,
2022-03-30 11:38:08,2022-03-30 11:45:07,IP Address,100,419,True,2022-03-30 11:45:08,R_2Et1uIbs7jVXgjb,qr,EN,Carpool,,08:50,16:00,No,"Convenience,Flexibility,Distance,Mode availabililty,Travel Time",,,4,,,,3,1,,,,2,5,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1579,2338,"Penfield, New York, USA",Drive alone or with siblings,,Male,,Yes,No,Physical and Mathematical Sciences,,"Yes, on campus",Doctorate or professional degree,
2022-03-30 11:50:55,2022-03-30 11:54:56,IP Address,100,241,True,2022-03-30 11:54:57,R_3g5UlgnXuwwsPNP,qr,EN,"Bicycle, scooter, skateboard, etc.",,09:55,14:55,No,"Cost,Convenience,Safety",,1,2,3,,,,,,,,,,,,Sophomore,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,460,2475,Houston TX,"Carpool with peers,School bus",,Female,,No,No,Life Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-30 11:52:49,2022-03-30 11:55:44,IP Address,100,174,True,2022-03-30 11:55:44,R_3qvUmCYv6iLtGFI,qr,EN,Walk,,08:45,03:00,Yes,"Parking availabliity,Convenience,Distance,Exercise,Personal preference",3,,2,,,,,1,,5,4,,,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Helaman Halls,,,,,,,"Sedalia, MO, USA",Drive alone or with siblings,,Female,,No,No,Education,,No,Doctorate or professional degree,
2022-03-30 11:54:04,2022-03-30 11:56:14,IP Address,100,130,True,2022-03-30 11:56:15,R_2f7lQclljtya3vw,qr,EN,The Ryde shuttle bus,,10:00,17:15,Yes,Convenience,,,,,,,,,,,,,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,Moved states every 3 years,Drive alone or with siblings,,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Master's degree,
2022-03-30 11:53:42,2022-03-30 11:56:42,IP Address,100,179,True,2022-03-30 11:56:42,R_3PMr3EEmhJuAJL3,qr,EN,Walk,,11:01,17:15,Yes,"Convenience,Distance,Personal preference,Travel Time,Environmental concerns",,,2,,,,,1,,,3,,4,5,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2059,1970,"Lancaster, PA, US",School bus,,Male,,No,No,Life Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-30 11:54:07,2022-03-30 11:56:48,IP Address,100,161,True,2022-03-30 11:56:49,R_1n11FTu3FxKR8ro,qr,EN,Walk,,09:00,14:00,Yes,"Convenience,Distance",,,2,,,,,1,,,,,,,,Freshman,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On-campus housing,Helaman Halls,,,,,,,"fort mill, south carolina, usa",Drive alone or with siblings,,Female,,No,No,Business,,"Yes, off campus",Master's degree,
2022-03-30 11:54:03,2022-03-30 11:57:42,IP Address,100,219,True,2022-03-30 11:57:43,R_0Um1Ee9tsfPYLAd,qr,EN,Walk,,08:48,18:30,Yes,"Convenience,Distance",,,2,,,,,1,,,,,,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2489,2121,Billings Montana,Drive alone or with siblings,,Male,,No,No,Business,,"Yes, on campus",Doctorate or professional degree,
2022-03-30 11:56:23,2022-03-30 11:58:05,IP Address,100,102,True,2022-03-30 11:58:06,R_2qfMMseS4KJaT5Y,qr,EN,Walk,,08:50,14:00,Yes,"Convenience,Weather,Distance,Exercise",,,1,,,4,,2,,3,,,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2418,2435,Orem Utah,"Drive alone or with siblings,Bicycle, scooter, skateboard, etc.",,Non-binary / third gender,,No,No,Humanities,,"Yes, off campus",Doctorate or professional degree,
2022-03-30 11:52:58,2022-03-30 11:58:27,IP Address,100,329,True,2022-03-30 11:58:28,R_2ylOB1LwK8WGnRc,qr,EN,Walk,,09:30,17:07,Yes,"Convenience,Distance,Health,Exercise,Personal preference",,,2,,,,,1,3,4,5,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off-campus BYU-contracted housing,,,,Provo,,2109,1597,"Bountiful Utah ","Drive alone or with siblings,Walk",,Male,,No,No,Life Sciences,,"Yes, both on and off campus",Master's degree,
2022-03-30 11:55:49,2022-03-30 11:58:34,IP Address,100,165,True,2022-03-30 11:58:35,R_0GSmjc3Nlsv5Nrr,anonymous,EN,Drive alone,,08:50,12:30,Yes,"Convenience,Privacy,Flexibility,Distance",,,2,,4,,3,1,,,,,,,,Junior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Other (specify):,Lindon,,,"St. George, UT","Drive alone or with siblings,School bus,Bicycle, scooter, skateboard, etc.",,Male,,Yes,No,Engineering,,"Yes, off campus",Master's degree,
2022-03-30 11:55:46,2022-03-30 11:58:44,IP Address,100,178,True,2022-03-30 11:58:44,R_2R8Jymu028Iv5cJ,qr,EN,The Ryde shuttle bus,,08:45,19:00,No,"Cost,Convenience,Weather,Distance",,3,2,,,4,,1,,,,,,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2784,2186,"Henderson, NV",Walk,,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Bachelor's degree,
2022-03-30 11:54:58,2022-03-30 11:59:01,IP Address,100,243,True,2022-03-30 11:59:02,R_vJrEaOFavukY6VH,qr,EN,Walk,,08:55,18:30,Yes,"Parking availabliity,Cost,Convenience,Exercise,Mode availabililty",1,5,3,,,,,,,4,,2,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2356,2391,"Gilbert, AZ, USA",Drive alone or with siblings,,Female,,No,No,Fine Arts and Communications,,"Yes, off campus",Master's degree,
2022-03-30 11:55:22,2022-03-30 11:59:17,IP Address,100,234,True,2022-03-30 11:59:17,R_1ikZOa1SeCRJj3d,qr,EN,The Ryde shuttle bus,,11:00,14:00,Yes,"Parking availabliity,Cost,Convenience",3,1,2,,,,,,,,,,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"Idaho falls ","Drive alone or with siblings,School bus",,Female,,Yes,No,Humanities,,"Yes, off campus",Doctorate or professional degree,
2022-03-30 11:57:10,2022-03-30 11:59:17,IP Address,100,126,True,2022-03-30 11:59:17,R_eEWTPWUwPom1RTP,qr,EN,Walk,,09:52,00:00,No,"Parking availabliity,Convenience,Distance,Mode availabililty,Travel Time",5,,4,,,,,2,,,,1,3,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,Sandy Ut,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Male,,No,No,Engineering,,"Yes, on campus",Bachelor's degree,
2022-03-30 11:56:43,2022-03-30 11:59:46,IP Address,100,182,True,2022-03-30 11:59:47,R_2aJMEBm9iTkImq7,qr,EN,The Ryde shuttle bus,,07:30,17:00,Yes,"Parking availabliity,Cost,Convenience,Weather,Distance",2,1,3,,,5,,4,,,,,,,,Senior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"Montgomery village, MD, Us",Dropped off by parent or guardian,,Male,,Yes,No,"Family, Home, and Social Sciences",,"Yes, on campus",Doctorate or professional degree,
2022-03-30 11:54:20,2022-03-30 12:00:10,IP Address,100,349,True,2022-03-30 12:00:10,R_3EFlgus5zqsytWE,qr,EN,Walk,,07:40,17:15,Yes,"Parking availabliity,Weather,Health,Exercise,Personal preference",4,,,,,1,,,3,2,5,,,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2276,2426,"Houston, Texas, US",Drive alone or with siblings,,Male,,No,No,Engineering,,"Yes, on campus",Master's degree,
2022-03-30 11:56:29,2022-03-30 12:00:16,IP Address,100,226,True,2022-03-30 12:00:16,R_3dGFs4sA3Jpgoi9,qr,EN,Walk,,06:50,15:00,Yes,"Parking availabliity,Cost,Convenience,Distance",2,4,3,,,,,1,,,,,,,,Sophomore,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2149,2216,Idaho,Drive alone or with siblings,,Female,,No,No,Fine Arts and Communications,,,,
2022-03-30 11:57:29,2022-03-30 12:00:35,IP Address,100,186,True,2022-03-30 12:00:36,R_1liwLyTtG52drQr,qr,EN,The Ryde shuttle bus,,09:27,16:30,No,"Cost,Convenience,Weather,Distance",,1,2,,,3,,4,,,,,,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1784,1341,"Spring Hill, TN, USA",Carpool with peers,,Male,,No,No,Life Sciences,,No,Bachelor's degree,
2022-03-30 11:54:56,2022-03-30 12:00:36,IP Address,100,340,True,2022-03-30 12:00:37,R_UMi6ImXQTjR2bQd,qr,EN,The Ryde shuttle bus,,08:50,12:50,No,"Convenience,Safety,Personal preference,Mode availabililty",,,2,4,,,,,,,3,1,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,3044,2413,Idaho,Drive alone or with siblings,,Female,,No,No,Life Sciences,,"Yes, on campus",Master's degree,
2022-03-30 11:58:58,2022-03-30 12:01:37,IP Address,100,158,True,2022-03-30 12:01:37,R_3L0VgFg5MnQQLQe,qr,EN,Drive alone,,09:45,17:30,Yes,Distance,,,,,,,,,,,,,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Springville,,,,Springville UT,Drive alone or with siblings,,Male,,Yes,No,Business,,"Yes, off campus",Doctorate or professional degree,
2022-03-30 11:55:29,2022-03-30 12:01:39,IP Address,100,370,True,2022-03-30 12:01:40,R_1ihAWuQGXou29R8,qr,EN,Walk,,08:55,17:00,No,"Convenience,Distance,Personal preference,Mode availabililty,Environmental concerns",,,5,,,,,4,,,2,1,,3,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2508,2159,"Brentwood, New Hampshire, USA",Drive alone or with siblings,,Female,,No,No,Business,,No,Bachelor's degree,
2022-03-28 12:00:36,2022-03-30 12:02:11,IP Address,100,172894,True,2022-03-30 12:02:11,R_2rDEGInQUewpvrJ,qr,EN,Walk,,12:00,13:01,Yes,"Parking availabliity,Convenience",1,,2,,,,,,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1716,2235,"Atlanta ",Drive alone or with siblings,,Male,,No,No,Business,,"Yes, off campus",Bachelor's degree,
2022-03-30 11:59:51,2022-03-30 12:02:36,IP Address,100,164,True,2022-03-30 12:02:37,R_2YgZQXU7GwpZVPn,qr,EN,The Ryde shuttle bus,,10:10,20:00,No,"Convenience,Distance,Travel Time",,,2,,,,,3,,,,,1,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2995,2443,"Visalia, CA, US","Drive alone or with siblings,Dropped off by parent or guardian",,Female,,No,No,Life Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-30 11:56:16,2022-03-30 12:02:44,IP Address,100,388,True,2022-03-30 12:02:45,R_1eCtOayXMDM9QQk,qr,EN,Walk,,08:54,12:00,Yes,"Parking availabliity,Convenience,Distance",3,,2,,,,,1,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Sterling, Virginia, United States","Carpool with peers,Dropped off by parent or guardian,School bus",,Female,,No,No,Other/Undeclared,,No,Master's degree,
2022-03-30 12:00:05,2022-03-30 12:02:46,IP Address,100,160,True,2022-03-30 12:02:46,R_3nGFEVjDq6vlAHg,qr,EN,Carpool,,09:05,19:00,Yes,"Parking availabliity,Convenience,Flexibility,Mode availabililty",2,,3,,,,4,,,,,1,,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2841,891,Overseas in Asia and Australia,Dropped off by parent or guardian,,Female,,No,No,Fine Arts and Communications,,"Yes, both on and off campus",Doctorate or professional degree,
2022-03-30 12:00:16,2022-03-30 12:03:03,IP Address,100,166,True,2022-03-30 12:03:04,R_3qDMez4qOQCTop0,qr,EN,Walk,,09:30,16:00,Yes,"Parking availabliity,Convenience,Distance,Exercise,Travel Time",4,,2,,,,,1,,5,,,3,,,Senior,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2244,2282,Mesa AZ,"Drive alone or with siblings,Carpool with peers",,Female,,No,No,Fine Arts and Communications,,No,Master's degree,
2022-03-30 11:55:34,2022-03-30 12:03:13,IP Address,100,458,True,2022-03-30 12:03:14,R_31nI9PEl0xjwCWI,qr,EN,Walk,,08:55,17:00,No,"Convenience,Distance,Exercise,Personal preference",,,4,,,,,2,,1,3,,,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2414,2225,"Exeter, New Hampshire, US",Drive alone or with siblings,,Female,,No,No,Education,,No,Bachelor's degree,
2022-03-30 11:59:52,2022-03-30 12:03:25,IP Address,100,213,True,2022-03-30 12:03:25,R_ywF67xvB61wIsHn,qr,EN,Carpool,,11:10,17:00,Yes,"Convenience,Mode availabililty,Travel Time",,,3,,,,,,,,,1,2,,,Senior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,Dayton Nevada USA,Drive alone or with siblings,,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
2022-03-30 12:01:38,2022-03-30 12:03:44,IP Address,100,126,True,2022-03-30 12:03:45,R_3GALnUzYpDhKIyW,qr,EN,UTA Transit (incl. UVX Bus),,10:01,12:02,No,Flexibility,,,,,,,,,,,,,,,,Junior,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,,,"El Salvador ","Dropped off by parent or guardian,School bus",,Female,,No,No,,,,,
2022-03-30 12:00:41,2022-03-30 12:04:03,IP Address,100,202,True,2022-03-30 12:04:04,R_2WJcMUzG9ItbPJ3,qr,EN,Walk,,08:00,17:01,Yes,"Cost,Convenience,Distance,Personal preference,Travel Time",,4,1,,,,,2,,,5,,3,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Ut, Smithfield, us ","Drive alone or with siblings,Carpool with peers,Bicycle, scooter, skateboard, etc.",,Male,,No,No,Other/Undeclared,,No,Master's degree,
2022-03-30 11:56:30,2022-03-30 12:04:35,IP Address,100,485,True,2022-03-30 12:04:36,R_3FXy94DTYfvKqQf,qr,EN,Walk,,08:45,13:00,Yes,"Cost,Distance,Exercise,Personal preference,Environmental concerns",,1,,,,,,5,,2,4,,,3,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2012,1906,"Eagle Mountain, UT, USA","Drive alone or with siblings,School bus",,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, off campus",Bachelor's degree,
2022-03-30 11:59:07,2022-03-30 12:05:00,IP Address,100,353,True,2022-03-30 12:05:01,R_V54Te8jk8EcE1c5,qr,EN,Walk,,09:00,04:00,Yes,"Parking availabliity,Cost",1,2,,,,,,,,,,,,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2051,1473,"Easton, CT, USA","Drive alone or with siblings,School bus",,Female,,No,No,Life Sciences,,"Yes, on campus",Doctorate or professional degree,
2022-03-30 12:01:13,2022-03-30 12:05:09,IP Address,100,235,True,2022-03-30 12:05:09,R_3JfqpjEjvAoDc8M,qr,EN,Drive alone,,10:30,09:15,Yes,"Convenience,Distance,Personal preference,Travel Time",,,1,,,,,3,,,2,,4,,,Senior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Springville,,,,"Utah ","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Male,,No,No,Other/Undeclared,,"Yes, both on and off campus",Some college,
2022-03-30 12:00:20,2022-03-30 12:06:12,IP Address,100,351,True,2022-03-30 12:06:12,R_3kLdH4Rm6aOQ9PX,qr,EN,Walk,,09:00,16:00,Yes,"Convenience,Flexibility,Distance,Exercise",,,2,,,,4,1,,3,,,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2488,2250,"Mesa, Arizona, USA",Walk,,Female,,No,No,Engineering,,"Yes, both on and off campus",Doctorate or professional degree,
2022-03-30 11:54:48,2022-03-30 12:06:32,IP Address,100,704,True,2022-03-30 12:06:33,R_Rsn4aamb4Ear20x,qr,EN,"Bicycle, scooter, skateboard, etc.",,09:51,18:56,No,"Cost,Convenience,Weather,Mode availabililty,Travel Time",,1,4,,,3,,,,,,2,5,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1748,1623,"Layton, Utah, USA","Drive alone or with siblings,Bicycle, scooter, skateboard, etc.",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-30 11:57:51,2022-03-30 12:06:44,IP Address,100,533,True,2022-03-30 12:06:45,R_3kMl8cHoine55WP,qr,EN,Walk,,08:00,14:00,No,"Cost,Convenience,Distance,Health,Mode availabililty",,2,4,,,,,3,5,,,1,,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"San Tan Valley, AZ, USA",Drive alone or with siblings,,Male,,No,No,Life Sciences,,No,Master's degree,
2022-03-30 12:04:01,2022-03-30 12:08:10,IP Address,100,248,True,2022-03-30 12:08:10,R_3DvjZJDRkEXZksO,qr,EN,The Ryde shuttle bus,,08:04,15:30,Yes,"Parking availabliity,Convenience",2,,1,,,,,,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,3064,2395,San Mateo California,Drive alone or with siblings,,Male,,No,No,Business,,"Yes, off campus",Bachelor's degree,
2022-03-30 12:06:41,2022-03-30 12:09:23,IP Address,100,161,True,2022-03-30 12:09:24,R_6Sun40gshicaFm9,qr,EN,Walk,,11:00,15:07,Yes,"Parking availabliity,Cost,Weather,Flexibility,Mode availabililty",1,2,,,,3,5,,,,,4,,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2295,2394,Orem,"Drive alone or with siblings,Walk",,Female,,No,No,Business,,"Yes, on campus",Bachelor's degree,
2022-03-30 12:07:48,2022-03-30 12:09:33,IP Address,100,105,True,2022-03-30 12:09:34,R_1FwHfTuQtBbm9g7,qr,EN,Carpool,,12:08,15:11,Yes,Convenience,,,,,,,,,,,,,,,,Senior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1624,1394,"Cypress, tx, USA",Carpool with peers,,Female,,No,No,Education,,"Yes, off campus",Master's degree,
2022-03-30 12:07:15,2022-03-30 12:09:43,IP Address,100,148,True,2022-03-30 12:09:44,R_3KSGlbnWrZmQDEA,qr,EN,Walk,,21:00,17:00,No,"Cost,Convenience,Exercise,Environmental concerns",,1,2,,,,,,,3,,,,4,,Freshman,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,NC,"Drive alone or with siblings,Carpool with peers,Walk",,Prefer not to say,,No,No,Other/Undeclared,,"Yes, on campus",No college/post-secondary education,
2022-03-30 12:07:14,2022-03-30 12:10:08,IP Address,100,173,True,2022-03-30 12:10:08,R_29lSSG3Woufr1IP,qr,EN,Drive alone,,08:56,12:07,Yes,"Convenience,Distance",,,1,,,,,2,,,,,,,,Junior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,"Orem, UT, USA","Drive alone or with siblings,Bicycle, scooter, skateboard, etc.,Walk",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, both on and off campus",Doctorate or professional degree,
